TOP.5d5a6c11.0007e1b2	START
TOP.5d5b5521.000284bc	user_options->machine_readable	0
TOP.5d5b5521.000284bc	user_options->markov_classic	0
TOP.5d5b5521.000284bc	user_options->markov_disable	0
TOP.5d5b5521.000284bc	user_options->markov_threshold	256
TOP.5d5b5521.000284bc	user_options->opencl_info	0
TOP.5d5b5521.000284bc	user_options->opencl_vector_width	0
TOP.5d5b5521.000284bc	user_options->optimized_kernel_enable	0
TOP.5d5b5521.000284bc	user_options->outfile_autohex	1
TOP.5d5b5521.000284bc	user_options->outfile_check_timer	5
TOP.5d5b5521.000284bc	user_options->outfile_format	3
TOP.5d5b5521.000284bc	user_options->wordlist_autohex_disable	0
TOP.5d5b5521.000284bc	user_options->potfile_disable	0
TOP.5d5b5521.000284bc	user_options->progress_only	0
TOP.5d5b5521.000284bc	user_options->quiet	0
TOP.5d5b5521.000284bc	user_options->remove	0
TOP.5d5b5521.000284bc	user_options->remove_timer	60
TOP.5d5b5521.000284bc	user_options->restore	0
TOP.5d5b5521.000284bc	user_options->restore_disable	0
TOP.5d5b5521.000284bc	user_options->restore_timer	60
TOP.5d5b5521.000284bc	user_options->rp_files_cnt	0
TOP.5d5b5521.000284bc	user_options->rp_gen	0
TOP.5d5b5521.000284bc	user_options->rp_gen_func_max	4
TOP.5d5b5521.000284bc	user_options->rp_gen_func_min	1
TOP.5d5b5521.000284bc	user_options->rp_gen_seed	0
TOP.5d5b5521.000284bc	user_options->runtime	0
TOP.5d5b5521.000284bc	user_options->scrypt_tmto	0
TOP.5d5b5521.000284bc	user_options->segment_size	33554432
TOP.5d5b5521.000284bc	user_options->self_test_disable	0
TOP.5d5b5521.000284bc	user_options->slow_candidates	0
TOP.5d5b5521.000284bc	user_options->show	0
TOP.5d5b5521.000284bc	user_options->speed_only	0
TOP.5d5b5521.000284bc	user_options->spin_damp	8
TOP.5d5b5521.000284bc	user_options->status	0
TOP.5d5b5521.000284bc	user_options->status_timer	10
TOP.5d5b5521.000284bc	user_options->stdout_flag	0
TOP.5d5b5521.000284bc	user_options->usage	0
TOP.5d5b5521.000284bc	user_options->username	0
TOP.5d5b5521.000284bc	user_options->veracrypt_pim	0
TOP.5d5b5521.000284bc	user_options->version	0
TOP.5d5b5521.000284bc	user_options->workload_profile	2
TOP.5d5b5521.000284bc	user_options->brain_client	0
TOP.5d5b5521.000284bc	user_options->brain_client_features	2
TOP.5d5b5521.000284bc	user_options->brain_server	0
TOP.5d5b5521.000284bc	user_options->brain_port	6863
TOP.5d5b5521.000284bc	user_options->brain_session	0
TOP.5d5b5521.000284bc	hashes->hashfile	def.yu.hash.txt
TOP.5d5b5521.000284bc	hashes->hashlist_mode	4
TOP.5d5b5521.000284bc	hashes->hashlist_format	0
TOP.5d5b5521.000284bc	hashes->hashes_cnt	0
TOP.5d5b5521.000284bc	hashes->digests_cnt	1
TOP.5d5b5521.000284bc	hashes->digests_done	0
TOP.5d5b5521.000284bc	hashes->salts_cnt	1
TOP.5d5b5521.000284bc	hashes->salts_done	0
TOP.5d5b5521.000284bc	SUB.5d5b5521.0006fafe	START
TOP.5d5b5521.000284bc	SUB.5d5b5521.0006fafe	straight_ctx->dict	E:\JCHackedTools\Dicts\superdic.txt
TOP.5d5b5521.000284bc	SUB.5d5b5521.0006fafe	runtime_start	1566266657
TOP.5d5b5521.000284bc	SUB.5d5b5521.0006fafe	runtime_stop	1566266658
TOP.5d5b5521.000284bc	SUB.5d5b5521.0006fafe	status-after-work	5
TOP.5d5b5521.000284bc	SUB.5d5b5521.0006fafe	STOP
TOP.5d5b5521.000284bc	proc_start	1566266657
TOP.5d5b5521.000284bc	proc_stop	1566266659
TOP.5d5b5521.000284bc	STOP
TOP.5d5b56c1.0009f9fb	START
TOP.5d5b56c1.0009f9fb	user_options->separator	:
TOP.5d5b56c1.0009f9fb	user_options->encoding_from	utf-8
TOP.5d5b56c1.0009f9fb	user_options->encoding_to	utf-8
TOP.5d5b56c1.0009f9fb	user_options->rule_buf_l	:
TOP.5d5b56c1.0009f9fb	user_options->rule_buf_r	:
TOP.5d5b56c1.0009f9fb	user_options->session	hashcat
TOP.5d5b56c1.0009f9fb	user_options->limit	0
TOP.5d5b56c1.0009f9fb	user_options->skip	0
TOP.5d5b56c1.0009f9fb	user_options->attack_mode	0
TOP.5d5b56c1.0009f9fb	user_options->benchmark	0
TOP.5d5b56c1.0009f9fb	user_options->benchmark_all	0
TOP.5d5b56c1.0009f9fb	user_options->bitmap_max	18
TOP.5d5b56c1.0009f9fb	user_options->bitmap_min	16
TOP.5d5b56c1.0009f9fb	user_options->debug_mode	0
TOP.5d5b56c1.0009f9fb	user_options->example_hashes	0
TOP.5d5b56c1.0009f9fb	user_options->force	0
TOP.5d5b56c1.0009f9fb	user_options->hwmon_disable	0
TOP.5d5b56c1.0009f9fb	user_options->hwmon_temp_abort	90
TOP.5d5b56c1.0009f9fb	user_options->hash_mode	13100
TOP.5d5b56c1.0009f9fb	user_options->hex_charset	0
TOP.5d5b56c1.0009f9fb	user_options->hex_salt	0
TOP.5d5b56c1.0009f9fb	user_options->hex_wordlist	0
TOP.5d5b56c1.0009f9fb	user_options->increment	0
TOP.5d5b56c1.0009f9fb	user_options->increment_max	256
TOP.5d5b56c1.0009f9fb	user_options->increment_min	1
TOP.5d5b56c1.0009f9fb	user_options->keep_guessing	0
TOP.5d5b56c1.0009f9fb	user_options->kernel_accel	0
TOP.5d5b56c1.0009f9fb	user_options->kernel_loops	0
TOP.5d5b56c1.0009f9fb	user_options->kernel_threads	0
TOP.5d5b56c1.0009f9fb	user_options->keyspace	0
TOP.5d5b56c1.0009f9fb	user_options->left	0
TOP.5d5b56c1.0009f9fb	user_options->logfile_disable	0
TOP.5d5b56c1.0009f9fb	user_options->loopback	0
TOP.5d5b56c1.0009f9fb	user_options->machine_readable	0
TOP.5d5b56c1.0009f9fb	user_options->markov_classic	0
TOP.5d5b56c1.0009f9fb	user_options->markov_disable	0
TOP.5d5b56c1.0009f9fb	user_options->markov_threshold	256
TOP.5d5b56c1.0009f9fb	user_options->opencl_info	0
TOP.5d5b56c1.0009f9fb	user_options->opencl_vector_width	0
TOP.5d5b56c1.0009f9fb	user_options->optimized_kernel_enable	0
TOP.5d5b56c1.0009f9fb	user_options->outfile_autohex	1
TOP.5d5b56c1.0009f9fb	user_options->outfile_check_timer	5
TOP.5d5b56c1.0009f9fb	user_options->outfile_format	3
TOP.5d5b56c1.0009f9fb	user_options->wordlist_autohex_disable	0
TOP.5d5b56c1.0009f9fb	user_options->potfile_disable	0
TOP.5d5b56c1.0009f9fb	user_options->progress_only	0
TOP.5d5b56c1.0009f9fb	user_options->quiet	0
TOP.5d5b56c1.0009f9fb	user_options->remove	0
TOP.5d5b56c1.0009f9fb	user_options->remove_timer	60
TOP.5d5b56c1.0009f9fb	user_options->restore	0
TOP.5d5b56c1.0009f9fb	user_options->restore_disable	0
TOP.5d5b56c1.0009f9fb	user_options->restore_timer	60
TOP.5d5b56c1.0009f9fb	user_options->rp_files_cnt	0
TOP.5d5b56c1.0009f9fb	user_options->rp_gen	0
TOP.5d5b56c1.0009f9fb	user_options->rp_gen_func_max	4
TOP.5d5b56c1.0009f9fb	user_options->rp_gen_func_min	1
TOP.5d5b56c1.0009f9fb	user_options->rp_gen_seed	0
TOP.5d5b56c1.0009f9fb	user_options->runtime	0
TOP.5d5b56c1.0009f9fb	user_options->scrypt_tmto	0
TOP.5d5b56c1.0009f9fb	user_options->segment_size	33554432
TOP.5d5b56c1.0009f9fb	user_options->self_test_disable	0
TOP.5d5b56c1.0009f9fb	user_options->slow_candidates	0
TOP.5d5b56c1.0009f9fb	user_options->show	0
TOP.5d5b56c1.0009f9fb	user_options->speed_only	0
TOP.5d5b56c1.0009f9fb	user_options->spin_damp	8
TOP.5d5b56c1.0009f9fb	user_options->status	0
TOP.5d5b56c1.0009f9fb	user_options->status_timer	10
TOP.5d5b56c1.0009f9fb	user_options->stdout_flag	0
TOP.5d5b56c1.0009f9fb	user_options->usage	0
TOP.5d5b56c1.0009f9fb	user_options->username	0
TOP.5d5b56c1.0009f9fb	user_options->veracrypt_pim	0
TOP.5d5b56c1.0009f9fb	user_options->version	0
TOP.5d5b56c1.0009f9fb	user_options->workload_profile	2
TOP.5d5b56c1.0009f9fb	user_options->brain_client	0
TOP.5d5b56c1.0009f9fb	user_options->brain_client_features	2
TOP.5d5b56c1.0009f9fb	user_options->brain_server	0
TOP.5d5b56c1.0009f9fb	user_options->brain_port	6863
TOP.5d5b56c1.0009f9fb	user_options->brain_session	0
TOP.5d5b56c1.0009f9fb	hashes->hashfile	def.yu.hash.txt
TOP.5d5b56c1.0009f9fb	hashes->hashlist_mode	4
TOP.5d5b56c1.0009f9fb	hashes->hashlist_format	0
TOP.5d5b56c1.0009f9fb	hashes->hashes_cnt	0
TOP.5d5b56c1.0009f9fb	hashes->digests_cnt	1
TOP.5d5b56c1.0009f9fb	hashes->digests_done	0
TOP.5d5b56c1.0009f9fb	hashes->salts_cnt	1
TOP.5d5b56c1.0009f9fb	hashes->salts_done	0
TOP.5d5b56c1.0009f9fb	SUB.5d5b56c2.00000f5d	START
TOP.5d5b56c1.0009f9fb	SUB.5d5b56c2.00000f5d	straight_ctx->dict	E:\JCHackedTools\Dicts\def1.txt
TOP.5d5b56c1.0009f9fb	SUB.5d5b56c2.00000f5d	runtime_start	1566267074
TOP.5d5b56c1.0009f9fb	SUB.5d5b56c2.00000f5d	runtime_stop	1566267074
TOP.5d5b56c1.0009f9fb	SUB.5d5b56c2.00000f5d	status-after-work	5
TOP.5d5b56c1.0009f9fb	SUB.5d5b56c2.00000f5d	STOP
TOP.5d5b56c1.0009f9fb	proc_start	1566267073
TOP.5d5b56c1.0009f9fb	proc_stop	1566267075
TOP.5d5b56c1.0009f9fb	STOP
TOP.5d5b56c8.0002b886	START
TOP.5d5b56c8.0002b886	user_options->separator	:
TOP.5d5b56c8.0002b886	user_options->encoding_from	utf-8
TOP.5d5b56c8.0002b886	user_options->encoding_to	utf-8
TOP.5d5b56c8.0002b886	user_options->rule_buf_l	:
TOP.5d5b56c8.0002b886	user_options->rule_buf_r	:
TOP.5d5b56c8.0002b886	user_options->session	hashcat
TOP.5d5b56c8.0002b886	user_options->limit	0
TOP.5d5b56c8.0002b886	user_options->skip	0
TOP.5d5b56c8.0002b886	user_options->attack_mode	0
TOP.5d5b56c8.0002b886	user_options->benchmark	0
TOP.5d5b56c8.0002b886	user_options->benchmark_all	0
TOP.5d5b56c8.0002b886	user_options->bitmap_max	18
TOP.5d5b56c8.0002b886	user_options->bitmap_min	16
TOP.5d5b56c8.0002b886	user_options->debug_mode	0
TOP.5d5b56c8.0002b886	user_options->example_hashes	0
TOP.5d5b56c8.0002b886	user_options->force	0
TOP.5d5b56c8.0002b886	user_options->hwmon_disable	0
TOP.5d5b56c8.0002b886	user_options->hwmon_temp_abort	90
TOP.5d5b56c8.0002b886	user_options->hash_mode	13100
TOP.5d5b56c8.0002b886	user_options->hex_charset	0
TOP.5d5b56c8.0002b886	user_options->hex_salt	0
TOP.5d5b56c8.0002b886	user_options->hex_wordlist	0
TOP.5d5b56c8.0002b886	user_options->increment	0
TOP.5d5b56c8.0002b886	user_options->increment_max	256
TOP.5d5b56c8.0002b886	user_options->increment_min	1
TOP.5d5b56c8.0002b886	user_options->keep_guessing	0
TOP.5d5b56c8.0002b886	user_options->kernel_accel	0
TOP.5d5b56c8.0002b886	user_options->kernel_loops	0
TOP.5d5b56c8.0002b886	user_options->kernel_threads	0
TOP.5d5b56c8.0002b886	user_options->keyspace	0
TOP.5d5b56c8.0002b886	user_options->left	0
TOP.5d5b56c8.0002b886	user_options->logfile_disable	0
TOP.5d5b56c8.0002b886	user_options->loopback	0
TOP.5d5b56c8.0002b886	user_options->machine_readable	0
TOP.5d5b56c8.0002b886	user_options->markov_classic	0
TOP.5d5b56c8.0002b886	user_options->markov_disable	0
TOP.5d5b56c8.0002b886	user_options->markov_threshold	256
TOP.5d5b56c8.0002b886	user_options->opencl_info	0
TOP.5d5b56c8.0002b886	user_options->opencl_vector_width	0
TOP.5d5b56c8.0002b886	user_options->optimized_kernel_enable	0
TOP.5d5b56c8.0002b886	user_options->outfile_autohex	1
TOP.5d5b56c8.0002b886	user_options->outfile_check_timer	5
TOP.5d5b56c8.0002b886	user_options->outfile_format	3
TOP.5d5b56c8.0002b886	user_options->wordlist_autohex_disable	0
TOP.5d5b56c8.0002b886	user_options->potfile_disable	0
TOP.5d5b56c8.0002b886	user_options->progress_only	0
TOP.5d5b56c8.0002b886	user_options->quiet	0
TOP.5d5b56c8.0002b886	user_options->remove	0
TOP.5d5b56c8.0002b886	user_options->remove_timer	60
TOP.5d5b56c8.0002b886	user_options->restore	0
TOP.5d5b56c8.0002b886	user_options->restore_disable	0
TOP.5d5b56c8.0002b886	user_options->restore_timer	60
TOP.5d5b56c8.0002b886	user_options->rp_files_cnt	0
TOP.5d5b56c8.0002b886	user_options->rp_gen	0
TOP.5d5b56c8.0002b886	user_options->rp_gen_func_max	4
TOP.5d5b56c8.0002b886	user_options->rp_gen_func_min	1
TOP.5d5b56c8.0002b886	user_options->rp_gen_seed	0
TOP.5d5b56c8.0002b886	user_options->runtime	0
TOP.5d5b56c8.0002b886	user_options->scrypt_tmto	0
TOP.5d5b56c8.0002b886	user_options->segment_size	33554432
TOP.5d5b56c8.0002b886	user_options->self_test_disable	0
TOP.5d5b56c8.0002b886	user_options->slow_candidates	0
TOP.5d5b56c8.0002b886	user_options->show	0
TOP.5d5b56c8.0002b886	user_options->speed_only	0
TOP.5d5b56c8.0002b886	user_options->spin_damp	8
TOP.5d5b56c8.0002b886	user_options->status	0
TOP.5d5b56c8.0002b886	user_options->status_timer	10
TOP.5d5b56c8.0002b886	user_options->stdout_flag	0
TOP.5d5b56c8.0002b886	user_options->usage	0
TOP.5d5b56c8.0002b886	user_options->username	0
TOP.5d5b56c8.0002b886	user_options->veracrypt_pim	0
TOP.5d5b56c8.0002b886	user_options->version	0
TOP.5d5b56c8.0002b886	user_options->workload_profile	2
TOP.5d5b56c8.0002b886	user_options->brain_client	0
TOP.5d5b56c8.0002b886	user_options->brain_client_features	2
TOP.5d5b56c8.0002b886	user_options->brain_server	0
TOP.5d5b56c8.0002b886	user_options->brain_port	6863
TOP.5d5b56c8.0002b886	user_options->brain_session	0
TOP.5d5b56c8.0002b886	hashes->hashfile	def.yu.hash.txt
TOP.5d5b56c8.0002b886	hashes->hashlist_mode	4
TOP.5d5b56c8.0002b886	hashes->hashlist_format	0
TOP.5d5b56c8.0002b886	hashes->hashes_cnt	0
TOP.5d5b56c8.0002b886	hashes->digests_cnt	1
TOP.5d5b56c8.0002b886	hashes->digests_done	0
TOP.5d5b56c8.0002b886	hashes->salts_cnt	1
TOP.5d5b56c8.0002b886	hashes->salts_done	0
TOP.5d5b56c8.0002b886	SUB.5d5b56c8.0007be57	START
TOP.5d5b56c8.0002b886	SUB.5d5b56c8.0007be57	straight_ctx->dict	E:\JCHackedTools\Dicts\def2.txt
TOP.5d5b56c8.0002b886	SUB.5d5b56c8.0007be57	runtime_start	1566267080
TOP.5d5b56c8.0002b886	SUB.5d5b56c8.0007be57	runtime_stop	1566267081
TOP.5d5b56c8.0002b886	SUB.5d5b56c8.0007be57	status-after-work	5
TOP.5d5b56c8.0002b886	SUB.5d5b56c8.0007be57	STOP
TOP.5d5b56c8.0002b886	proc_start	1566267080
TOP.5d5b56c8.0002b886	proc_stop	1566267082
TOP.5d5b56c8.0002b886	STOP
TOP.5d5b56d3.0005b81a	START
TOP.5d5b56d3.0005b81a	user_options->separator	:
TOP.5d5b56d3.0005b81a	user_options->encoding_from	utf-8
TOP.5d5b56d3.0005b81a	user_options->encoding_to	utf-8
TOP.5d5b56d3.0005b81a	user_options->rule_buf_l	:
TOP.5d5b56d3.0005b81a	user_options->rule_buf_r	:
TOP.5d5b56d3.0005b81a	user_options->session	hashcat
TOP.5d5b56d3.0005b81a	user_options->limit	0
TOP.5d5b56d3.0005b81a	user_options->skip	0
TOP.5d5b56d3.0005b81a	user_options->attack_mode	0
TOP.5d5b56d3.0005b81a	user_options->benchmark	0
TOP.5d5b56d3.0005b81a	user_options->benchmark_all	0
TOP.5d5b56d3.0005b81a	user_options->bitmap_max	18
TOP.5d5b56d3.0005b81a	user_options->bitmap_min	16
TOP.5d5b56d3.0005b81a	user_options->debug_mode	0
TOP.5d5b56d3.0005b81a	user_options->example_hashes	0
TOP.5d5b56d3.0005b81a	user_options->force	0
TOP.5d5b56d3.0005b81a	user_options->hwmon_disable	0
TOP.5d5b56d3.0005b81a	user_options->hwmon_temp_abort	90
TOP.5d5b56d3.0005b81a	user_options->hash_mode	13100
TOP.5d5b56d3.0005b81a	user_options->hex_charset	0
TOP.5d5b56d3.0005b81a	user_options->hex_salt	0
TOP.5d5b56d3.0005b81a	user_options->hex_wordlist	0
TOP.5d5b56d3.0005b81a	user_options->increment	0
TOP.5d5b56d3.0005b81a	user_options->increment_max	256
TOP.5d5b56d3.0005b81a	user_options->increment_min	1
TOP.5d5b56d3.0005b81a	user_options->keep_guessing	0
TOP.5d5b56d3.0005b81a	user_options->kernel_accel	0
TOP.5d5b56d3.0005b81a	user_options->kernel_loops	0
TOP.5d5b56d3.0005b81a	user_options->kernel_threads	0
TOP.5d5b56d3.0005b81a	user_options->keyspace	0
TOP.5d5b56d3.0005b81a	user_options->left	0
TOP.5d5b56d3.0005b81a	user_options->logfile_disable	0
TOP.5d5b56d3.0005b81a	user_options->loopback	0
TOP.5d5b56d3.0005b81a	user_options->machine_readable	0
TOP.5d5b56d3.0005b81a	user_options->markov_classic	0
TOP.5d5b56d3.0005b81a	user_options->markov_disable	0
TOP.5d5b56d3.0005b81a	user_options->markov_threshold	256
TOP.5d5b56d3.0005b81a	user_options->opencl_info	0
TOP.5d5b56d3.0005b81a	user_options->opencl_vector_width	0
TOP.5d5b56d3.0005b81a	user_options->optimized_kernel_enable	0
TOP.5d5b56d3.0005b81a	user_options->outfile_autohex	1
TOP.5d5b56d3.0005b81a	user_options->outfile_check_timer	5
TOP.5d5b56d3.0005b81a	user_options->outfile_format	3
TOP.5d5b56d3.0005b81a	user_options->wordlist_autohex_disable	0
TOP.5d5b56d3.0005b81a	user_options->potfile_disable	0
TOP.5d5b56d3.0005b81a	user_options->progress_only	0
TOP.5d5b56d3.0005b81a	user_options->quiet	0
TOP.5d5b56d3.0005b81a	user_options->remove	0
TOP.5d5b56d3.0005b81a	user_options->remove_timer	60
TOP.5d5b56d3.0005b81a	user_options->restore	0
TOP.5d5b56d3.0005b81a	user_options->restore_disable	0
TOP.5d5b56d3.0005b81a	user_options->restore_timer	60
TOP.5d5b56d3.0005b81a	user_options->rp_files_cnt	0
TOP.5d5b56d3.0005b81a	user_options->rp_gen	0
TOP.5d5b56d3.0005b81a	user_options->rp_gen_func_max	4
TOP.5d5b56d3.0005b81a	user_options->rp_gen_func_min	1
TOP.5d5b56d3.0005b81a	user_options->rp_gen_seed	0
TOP.5d5b56d3.0005b81a	user_options->runtime	0
TOP.5d5b56d3.0005b81a	user_options->scrypt_tmto	0
TOP.5d5b56d3.0005b81a	user_options->segment_size	33554432
TOP.5d5b56d3.0005b81a	user_options->self_test_disable	0
TOP.5d5b56d3.0005b81a	user_options->slow_candidates	0
TOP.5d5b56d3.0005b81a	user_options->show	0
TOP.5d5b56d3.0005b81a	user_options->speed_only	0
TOP.5d5b56d3.0005b81a	user_options->spin_damp	8
TOP.5d5b56d3.0005b81a	user_options->status	0
TOP.5d5b56d3.0005b81a	user_options->status_timer	10
TOP.5d5b56d3.0005b81a	user_options->stdout_flag	0
TOP.5d5b56d3.0005b81a	user_options->usage	0
TOP.5d5b56d3.0005b81a	user_options->username	0
TOP.5d5b56d3.0005b81a	user_options->veracrypt_pim	0
TOP.5d5b56d3.0005b81a	user_options->version	0
TOP.5d5b56d3.0005b81a	user_options->workload_profile	2
TOP.5d5b56d3.0005b81a	user_options->brain_client	0
TOP.5d5b56d3.0005b81a	user_options->brain_client_features	2
TOP.5d5b56d3.0005b81a	user_options->brain_server	0
TOP.5d5b56d3.0005b81a	user_options->brain_port	6863
TOP.5d5b56d3.0005b81a	user_options->brain_session	0
TOP.5d5b56d3.0005b81a	hashes->hashfile	def.yu.hash.txt
TOP.5d5b56d3.0005b81a	hashes->hashlist_mode	4
TOP.5d5b56d3.0005b81a	hashes->hashlist_format	0
TOP.5d5b56d3.0005b81a	hashes->hashes_cnt	0
TOP.5d5b56d3.0005b81a	hashes->digests_cnt	1
TOP.5d5b56d3.0005b81a	hashes->digests_done	0
TOP.5d5b56d3.0005b81a	hashes->salts_cnt	1
TOP.5d5b56d3.0005b81a	hashes->salts_done	0
TOP.5d5b56d3.0005b81a	SUB.5d5b56d3.000ab810	START
TOP.5d5b56d3.0005b81a	SUB.5d5b56d3.000ab810	straight_ctx->dict	E:\JCHackedTools\Dicts\def3.txt
TOP.5d5b56d3.0005b81a	SUB.5d5b56d3.000ab810	runtime_start	1566267091
TOP.5d5b56d3.0005b81a	SUB.5d5b56d3.000ab810	runtime_stop	1566267092
TOP.5d5b56d3.0005b81a	SUB.5d5b56d3.000ab810	status-after-work	5
TOP.5d5b56d3.0005b81a	SUB.5d5b56d3.000ab810	STOP
TOP.5d5b56d3.0005b81a	proc_start	1566267091
TOP.5d5b56d3.0005b81a	proc_stop	1566267092
TOP.5d5b56d3.0005b81a	STOP
TOP.5d5b56f2.000840ad	START
TOP.5d5b56f2.000840ad	user_options->separator	:
TOP.5d5b56f2.000840ad	user_options->encoding_from	utf-8
TOP.5d5b56f2.000840ad	user_options->encoding_to	utf-8
TOP.5d5b56f2.000840ad	user_options->rule_buf_l	:
TOP.5d5b56f2.000840ad	user_options->rule_buf_r	:
TOP.5d5b56f2.000840ad	user_options->session	hashcat
TOP.5d5b56f2.000840ad	user_options->limit	0
TOP.5d5b56f2.000840ad	user_options->skip	0
TOP.5d5b56f2.000840ad	user_options->attack_mode	0
TOP.5d5b56f2.000840ad	user_options->benchmark	0
TOP.5d5b56f2.000840ad	user_options->benchmark_all	0
TOP.5d5b56f2.000840ad	user_options->bitmap_max	18
TOP.5d5b56f2.000840ad	user_options->bitmap_min	16
TOP.5d5b56f2.000840ad	user_options->debug_mode	0
TOP.5d5b56f2.000840ad	user_options->example_hashes	0
TOP.5d5b56f2.000840ad	user_options->force	0
TOP.5d5b56f2.000840ad	user_options->hwmon_disable	0
TOP.5d5b56f2.000840ad	user_options->hwmon_temp_abort	90
TOP.5d5b56f2.000840ad	user_options->hash_mode	13100
TOP.5d5b56f2.000840ad	user_options->hex_charset	0
TOP.5d5b56f2.000840ad	user_options->hex_salt	0
TOP.5d5b56f2.000840ad	user_options->hex_wordlist	0
TOP.5d5b56f2.000840ad	user_options->increment	0
TOP.5d5b56f2.000840ad	user_options->increment_max	256
TOP.5d5b56f2.000840ad	user_options->increment_min	1
TOP.5d5b56f2.000840ad	user_options->keep_guessing	0
TOP.5d5b56f2.000840ad	user_options->kernel_accel	0
TOP.5d5b56f2.000840ad	user_options->kernel_loops	0
TOP.5d5b56f2.000840ad	user_options->kernel_threads	0
TOP.5d5b56f2.000840ad	user_options->keyspace	0
TOP.5d5b56f2.000840ad	user_options->left	0
TOP.5d5b56f2.000840ad	user_options->logfile_disable	0
TOP.5d5b56f2.000840ad	user_options->loopback	0
TOP.5d5b56f2.000840ad	user_options->machine_readable	0
TOP.5d5b56f2.000840ad	user_options->markov_classic	0
TOP.5d5b56f2.000840ad	user_options->markov_disable	0
TOP.5d5b56f2.000840ad	user_options->markov_threshold	256
TOP.5d5b56f2.000840ad	user_options->opencl_info	0
TOP.5d5b56f2.000840ad	user_options->opencl_vector_width	0
TOP.5d5b56f2.000840ad	user_options->optimized_kernel_enable	0
TOP.5d5b56f2.000840ad	user_options->outfile_autohex	1
TOP.5d5b56f2.000840ad	user_options->outfile_check_timer	5
TOP.5d5b56f2.000840ad	user_options->outfile_format	3
TOP.5d5b56f2.000840ad	user_options->wordlist_autohex_disable	0
TOP.5d5b56f2.000840ad	user_options->potfile_disable	0
TOP.5d5b56f2.000840ad	user_options->progress_only	0
TOP.5d5b56f2.000840ad	user_options->quiet	0
TOP.5d5b56f2.000840ad	user_options->remove	0
TOP.5d5b56f2.000840ad	user_options->remove_timer	60
TOP.5d5b56f2.000840ad	user_options->restore	0
TOP.5d5b56f2.000840ad	user_options->restore_disable	0
TOP.5d5b56f2.000840ad	user_options->restore_timer	60
TOP.5d5b56f2.000840ad	user_options->rp_files_cnt	0
TOP.5d5b56f2.000840ad	user_options->rp_gen	0
TOP.5d5b56f2.000840ad	user_options->rp_gen_func_max	4
TOP.5d5b56f2.000840ad	user_options->rp_gen_func_min	1
TOP.5d5b56f2.000840ad	user_options->rp_gen_seed	0
TOP.5d5b56f2.000840ad	user_options->runtime	0
TOP.5d5b56f2.000840ad	user_options->scrypt_tmto	0
TOP.5d5b56f2.000840ad	user_options->segment_size	33554432
TOP.5d5b56f2.000840ad	user_options->self_test_disable	0
TOP.5d5b56f2.000840ad	user_options->slow_candidates	0
TOP.5d5b56f2.000840ad	user_options->show	0
TOP.5d5b56f2.000840ad	user_options->speed_only	0
TOP.5d5b56f2.000840ad	user_options->spin_damp	8
TOP.5d5b56f2.000840ad	user_options->status	0
TOP.5d5b56f2.000840ad	user_options->status_timer	10
TOP.5d5b56f2.000840ad	user_options->stdout_flag	0
TOP.5d5b56f2.000840ad	user_options->usage	0
TOP.5d5b56f2.000840ad	user_options->username	0
